2,Time,Count,Expected,expected_pmf
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1500,,,,
1501,,,,
1505,,,,
1506,,,,
1515,,,,
1515,,,,
1515,,,,
1515,,,,
1515,,,,
1515,,,,
1515,,,,
1515,,,,
1515,,,,
1515,,,,
1515,,,,
1515,,,,
1519,,,,
1520,,,,
1520,,,,
1520,,,,
1520,,,,
1520,,,,
1520,,,,
1520,,,,
1525,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1530,,,,
1535,,,,
1535,,,,
1535,,,,
1535,,,,
1535,,,,
1535,,,,
1540,,,,
1540,,,,
1540,,,,
1540,,,,
1540,,,,
1544,,,,
1545,,,,
1545,,,,
1545,,,,
1545,,,,
1545,,,,
1545,,,,
1545,,,,
1545,,,,
1545,,,,
1545,,,,
1545,,,,
1545,,,,
1545,,,,
1545,,,,
1545,,,,
1545,,,,
1545,,,,
1545,,,,
1549,,,,
1549,,,,
1550,,,,
1550,,,,
1550,,,,
1552,,,,
1553,,,,
1555,,,,
1555,,,,
1556,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1600,,,,
1605,,,,
1605,,,,
1605,,,,
1605,,,,
1605,,,,
1610,,,,
1610,,,,
1610,,,,
1610,,,,
1610,,,,
1610,,,,
1612,,,,
1614,,,,
1615,,,,
1615,,,,
1615,,,,
1615,,,,
1615,,,,
1615,,,,
1615,,,,
1615,,,,
1615,,,,
1615,,,,
1615,,,,
1615,,,,
1618,,,,
1620,,,,
1620,,,,
1620,,,,
1620,,,,
1620,,,,
1620,,,,
1620,,,,
1620,,,,
1620,,,,
1620,,,,
1621,,,,
1623,,,,
1625,,,,
1626,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
1630,,,,
